cn_id,hateSpeech,counterSpeech,hsType,hsSubType,cnType,age,gender,educationLevel
ENT1ST0012HS0032CN000547P1,Debemos impedir la entrada de inmigrantes.,Muchos inmigrantes vienen aquí para trabajar y tener una vida mejor. ¿Por qué cree que hay que frenar la inmigración?,Islamophobia,"culture , women","facts , hypocrisy",21,female,Master
ENT1ST0012HS0032CN000547P2,Los inmigrantes sustituyen a los británicos. No son aptos para vivir aquí.,"La gente siempre ha tenido diferentes puntos de vista sobre el Reino Unido y sobre el mundo. Sugerir que los inmigrantes están sustituyendo a los británicos es fruto del racismo, decir que no encajan aquí es sólo una ilusión.",Islamophobia,"culture , women","facts , hypocrisy",21,female,Master
ENT1ST0012HS0032CN000548,El mundo sería un lugar mejor sin inmigrantes. Sólo nos hacen infelices.,Los inmigrantes contribuyen a la creación de nuevos puestos de trabajo. Están aquí para vivir en viviendas más seguras y tener mejores escuelas para sus hijos.,Islamophobia,"culture , women",facts,21,female,Master
ENT1ST0012HS0032CN000548P1,Deberíamos deportar a todos los refugiados a otros países.,No hay pruebas de que quienes huyen de la guerra puedan encontrar un refugio seguro en otros países.,Islamophobia,"culture , women",facts,21,female,Master
ENT1ST0012HS0032CN000548P2,No debemos olvidar que los inmigrantes son la causa de las oleadas de delincuencia y terrorismo en nuestro país. No debemos darles la bienvenida.,"Esto no es cierto. No son una fuente de delincuencia en nuestro país, sino de cultura.",Islamophobia,"culture , women",facts,21,female,Master
ENT1ST0012HS0032CN000549,Los inmigrantes no tienen cabida aquí. No quieren asimilarse. Sólo quieren nuestro dinero.,"Algunos llevan muchos años viviendo aquí. Tienen pasaporte británico, lo que demuestra que son capaces de integrarse.",Islamophobia,"culture , women",hypocrisy,50,male,Bachelor
ENT1ST0012HS0032CN000549P1,No podemos acoger a más inmigrantes en el futuro.,"¿Por qué no? Estos inmigrantes no son una amenaza para nosotros. Si los aceptáramos, contribuirían a nuestra sociedad.",Islamophobia,"culture , women",hypocrisy,50,male,Bachelor
ENT1ST0012HS0032CN000549P2,No puedo aceptar en conciencia que lleguen a mi país inmigrantes de Oriente Medio y África. No debemos dejarles entrar.,"Las personas que huyen de las guerras en Oriente Medio y África son bienvenidas en nuestro país, y debemos respetar sus deseos.",Islamophobia,"culture , women",hypocrisy,50,male,Bachelor
ENT1ST0012HS0032CN000550,Los que llegan al Reino Unido procedentes de otros países deben ser expulsados o excluidos.,Las personas que emigran al Reino Unido tienen derecho a vivir y trabajar allí. No deben ser expulsadas ni excluidas por su origen.,Islamophobia,"culture , women",facts,50,male,Bachelor
ENT1ST0012HS0032CN000550P1,Las mujeres no deberían poder votar.,"Si a las mujeres no se les permite votar, entonces las mujeres no son dignas de respeto e igualdad de derechos, y esto entra en conflicto con los principios de la democracia.",Islamophobia,"culture , women",facts,50,male,Bachelor
ENT1ST0012HS0032CN000550P2,Las mujeres no deberían poder trabajar.,"Bueno, seguro que sí, y mientras reciban un salario decente y equitativo, ¿quién eres tú para quejarte del derecho de una persona a elegir carrera?",Islamophobia,"culture , women",facts,50,male,Bachelor
ENT1ST0012HS0032CN000551,"Las mujeres necesitan tener hijos, y si no quieren seguramente tienen problemas mentales.",La razón por la que una mujer no quiere reproducirse puede ser que sea feliz tal y como es.,Islamophobia,"culture , women",question,25,male,Some university without degree
ENT1ST0012HS0032CN000551P1,Todas las mujeres son infrahumanas.,Esta afirmación no tiene sentido,Islamophobia,"culture , women",question,25,male,Some university without degree
ENT1ST0012HS0032CN000551P2,El lugar de una mujer está con el marido que su familia encontró para ella.,"Las mujeres tienen derecho a elegir a sus maridos. Es su elección, y el derecho de todo ser humano.",Islamophobia,"culture , women",question,25,male,Some university without degree
ENT1ST0012HS0032CN000552,"Las mujeres son básicamente infantiles, permanecen así la mayor parte de su vida.","Las mujeres tienen derecho a elegir su pareja, su trabajo, sus representantes, etcétera. Son mucho más parecidas a los hombres que a los niños, ¿no crees?",Islamophobia,"culture , women",facts,21,female,Master
ENT1ST0012HS0032CN000552P1,¡Las putas no son las verdaderas víctimas! ¿Por qué debería importarnos? Somos las víctimas del feminismo.,"Esto no es más que una mentira: algunos medios de comunicación difunden deliberadamente este disparate de la vergüenza de las putas, con el resultado de que sólo incitan al odio contra las mujeres violadas.",Islamophobia,"culture , women",facts,21,female,Master
ENT1ST0012HS0032CN000552P2,"Las mujeres son animales, deben ser sumisas y someterse a sus maridos.","Las mujeres son humanas y tienen opciones. Tienen derecho a tener sus propias opiniones, pero esas ideas de sumisión han estado frenando a la mitad de la población del mundo. Qué desperdicio de talentos y de potencial.",Islamophobia,"culture , women",facts,21,female,Master
ENT1ST0012HS0032CN000553,"Si una mujer no quiere ser ama de casa, entonces es una zorra.","El papel de la mujer no es exclusivamente el de ama de casa. ¿Y los hombres? Si un hombre no quiere ser ama de casa, ¿es una zorra?",Islamophobia,"culture , women",facts,25,male,Master
ENT1ST0012HS0032CN000553P1,"Las mujeres no son más que seres humanos molestos para cualquier hombre, deben serle sumisas.","Tienes toda la razón: las mujeres son seres humanos, son seres humanos a los que merece la pena cuidar, respetar e intentar desarrollar como personas. Ser ""problemáticas"" para los hombres no las hace menos humanas. ¿En qué sentido son ""problemáticas""?",Islamophobia,"culture , women",facts,25,male,Master
ENT1ST0012HS0032CN000553P2,Las mujeres son infrahumanas.,"Las mujeres son seres humanos con plenos derechos humanos e iguales ante la ley, especialmente a los ojos de la Constitución.",Islamophobia,"culture , women",facts,25,male,Master
ENT1ST0012HS0032CN000554,"Todas las mujeres son infrahumanas, nacieron así.","Ninguna mujer ha sido nunca subhumana. El concepto de ""subhumano"" siempre se ha utilizado para justificar cualquier tipo de discriminación y violencia.",Islamophobia,"culture , women",facts,21,female,Master
ENT1ST0012HS0032CN000554P1,Las feministas son una panda de bebés llorones. Deberíamos ponerles fin a sus inquietantes lloriqueos.,"Las feministas son seres humanos, con derechos humanos. Luchan por esos derechos en todo el mundo. Pensar que puedes hacerles cambiar de opinión indica que no entiendes la importancia de esta lucha.",Islamophobia,"culture , women",facts,21,female,Master
ENT1ST0012HS0032CN000554P2,"Las mujeres no deberían poder votar, sólo son una carga para la sociedad.","Las mujeres pueden votar, ¿por qué va a discriminarlas el gobierno?",Islamophobia,"culture , women",facts,21,female,Master
ENT1ST0012HS0032CN000555,El feminismo es un movimiento de odio que está envenenando nuestras mentes.,"El feminismo es un movimiento hacia la igualdad, no hacia el odio.",Islamophobia,"culture , women","facts , hypocrisy",21,female,Master
ENT1ST0012HS0032CN000555P1,"Todos los hombres son violadores y acosadores sexuales según los medios de comunicación. Ninguna mujer es una puta provocativa, pero en realidad todas lo son. Ejercemos la contención, pero en realidad todas se lo están buscando.","Te preguntas de dónde viene la afirmación de que todos los hombres son violadores y acosadores sexuales, pero muestras las pruebas de esa afirmación en tus propias actitudes hacia las mujeres.",Islamophobia,"culture , women","facts , hypocrisy",21,female,Master
ENT1ST0012HS0032CN000555P2,El feminismo es un cáncer que se extiende por todo el mundo.,"El feminismo no es una enfermedad, ni necesita cura. Es un movimiento por la igualdad, no por el odio.",Islamophobia,"culture , women","facts , hypocrisy",21,female,Master
ENT1ST0012HS0032CN000556,El feminismo es una ideología peligrosa que oprime a los hombres.,El feminismo no consiste en oprimir a los hombres. Trata de los derechos de las mujeres a vivir sus vidas como deseen. Se trata de la igualdad entre los sexos.,Islamophobia,"culture , women","facts , question",50,male,Bachelor
ENT1ST0012HS0032CN000556P1,El feminismo trata de la dominación de la mujer.,No tiene por qué tratarse de la dominación de la mujer para ser feminismo. Se trata más bien de la igualdad de las mujeres.,Islamophobia,"culture , women","facts , question",50,male,Bachelor
ENT1ST0012HS0032CN000556P2,"El feminismo no tiene ninguna base científica, debe ser rechazado.","El feminismo no necesita tener una base científica: sus principios son derechos humanos básicos, y es importante que los comprendamos para vivir en un mundo más inclusivo.",Islamophobia,"culture , women","facts , question",50,male,Bachelor
ENT1ST0012HS0032CN000557,"Las mujeres son básicamente infantiles, permanecen así la mayor parte de su vida. Esta actitud se ha comparado con un ""país de las maravillas infantil"", y temo su poder para seducir a las mentes jóvenes.","El feminismo fomenta el cuestionamiento de los roles de género de hombres y mujeres. Tenemos que superar estos estereotipos de género, para avanzar hacia una sociedad más igualitaria.",Islamophobia,"culture , women",denouncing,21,female,Master
ENT1ST0012HS0032CN000557P1,"Las mujeres dicen que quieren igualdad de derechos, pero lo que realmente quieren es dominar a los hombres.","Las mujeres no están ""en contra de los derechos de los hombres"", no son ""opresoras de los hombres"" y no están interesadas en oprimir a nadie.",Islamophobia,"culture , women",denouncing,21,female,Master
ENT1ST0012HS0032CN000557P2,Las mujeres no tienen los mismos derechos que los hombres. Son inferiores ante la ley.,"Las mujeres no son inferiores ante la ley, como tampoco lo son los hombres. No puede existir la discriminación por sexo, y las mujeres no pueden ser excluidas de nuestra sociedad por razón de su sexo.",Islamophobia,"culture , women",denouncing,21,female,Master
ENT1ST0012HS0032CN000558,Las mujeres son poco más que animales que deben ser dominados por los hombres.,No creo que sea buena idea hablar de las mujeres como si fueran poco más que animales. Tal vez deberíamos analizar más detenidamente las razones por las que algunas mujeres se ven perjudicadas por la violencia que soportan a diario.,Islamophobia,"culture , women",facts,21,female,Master
ENT1ST0012HS0032CN000558P1,"Todas las mujeres son esclavas, sólo los hombres pueden ser amos.","La palabra ""esclavo"" no tiene nada que ver con lo que usted cree. La esclavitud fue una institución creada para oprimir a personas de diferentes razas y religiones, y ahora está prohibida en Europa. Sugerir que debe existir por culpa de una minoría de hombres es una falta de respeto a los derechos humanos.",Islamophobia,"culture , women",facts,21,female,Master
ENT1ST0012HS0032CN000558P2,El feminismo es una ideología violenta y hostil a los hombres.,"El feminismo no es hostil a los hombres. Al contrario, el feminismo es un ataque a las estructuras de poder desiguales.",Islamophobia,"culture , women",facts,21,female,Master
ENT1ST0012HS0032CN000559,El feminismo es una ideología y un movimiento que promueve el poder de la mujer y el desprecio del varón.,"El feminismo es una ideología y un movimiento que promueve el empoderamiento de la mujer. Se trata de la igualdad, y no de la degradación de los hombres.",Islamophobia,"culture , women",hypocrisy,21,female,Master
ENT1ST0012HS0032CN000559P1,El feminismo no es más que un grupo de zorras malvadas que intentan imponer su ideología políticamente correcta a todos los demás.,El feminismo trata de la igualdad y el empoderamiento de las mujeres. Eso no se puede negar.,Islamophobia,"culture , women",hypocrisy,21,female,Master
ENT1ST0012HS0032CN000559P2,"Las mujeres no son más que niñas. No tienen valor, ni inteligencia y a menudo no valen nada.","Las mujeres realmente tienen valor y son inteligentes e incluso dignas de respeto, como los demás seres humanos.",Islamophobia,"culture , women",hypocrisy,21,female,Master
ENT1ST0012HS0088CN000560,"Todas las mujeres son infrahumanas, sólo están ahí para servir a los hombres, y eso es todo.",Todas las mujeres son seres humanos. El problema surge cuando se enseña a las mujeres que son infrahumanas.,Islamophobia,"culture , women",positive,29,female,Master
ENT1ST0012HS0088CN000560P1,"Las mujeres son esencialmente infantiles, permanecen así la mayor parte de su vida. Nos hemos acostumbrado tanto a tratar a las mujeres como niños que me parece innatural hacer lo contrario.","Las mujeres son humanas, y como tales son capaces de sentir emociones y ser sensibles y preocuparse por los demás, sin ser infantiles.",Islamophobia,"culture , women",positive,29,female,Master
ENT1ST0012HS0088CN000560P2,Las mujeres deben estar al servicio de los hombres. Deben servir para complacer a los hombres. Este es el lugar que les corresponde en la vida.,Las mujeres son seres humanos con dignidad. Deben tener la oportunidad de estar a la altura de esta dignidad.,Islamophobia,"culture , women",positive,29,female,Master
ENT1ST0012HS0088CN000561,"Las mujeres no quieren ser gobernadas por los hombres, y esto es simplemente inaceptable.",Una mujer no debería tener que elegir por quién ser gobernada. Debería ser respetada.,Islamophobia,"culture , women","facts , hypocrisy",24,female,Bachelor
ENT1ST0012HS0088CN000561P1,Las chicas no deberían poder conducir: es un vicio peligroso.,"Las mujeres deben tener la misma consideración que los hombres, por lo que pueden conducir absolutamente.",Islamophobia,"culture , women","facts , hypocrisy",24,female,Bachelor
ENT1ST0012HS0088CN000561P2,"Las mujeres son básicamente infantiles, permanecen así la mayor parte de su vida. No es sano que una mujer piense por sí misma.",¿No crees que a una mujer se le debe permitir tener sus propias ideas? Está en su derecho.,Islamophobia,"culture , women","facts , hypocrisy",24,female,Bachelor
ENT1ST0012HS0088CN000562,Todas las mujeres están enfermas.,Las mujeres son seres humanos y merecen respeto.,Islamophobia,"culture , women",facts,29,female,Master
ENT1ST0012HS0088CN000562P1,las mujeres no son capaces de mantener un empleo,No creo que sea una afirmación absoluta que una mujer no pueda ocupar un puesto de trabajo. ¿Tiene alguna prueba de ello?,Islamophobia,"culture , women",facts,29,female,Master
ENT1ST0012HS0088CN000562P2,"El feminismo no tiene cabida en una sociedad civilizada, como Europa.","No todas las personas son ""civilizadas"" en Europa. Algunos son profundamente racistas y sexistas.",Islamophobia,"culture , women",facts,29,female,Master
ENT1ST0012HS0088CN000563,las mujeres no deben tener derecho a elegir,"Tener derecho a elegir significa tener los mismos derechos y con todas las protecciones. Las mujeres tienen derecho a elegir, ¿por qué debería ser al revés?",Islamophobia,"culture , women",denouncing,25,male,Master
ENT1ST0012HS0088CN000563P1,"Las mujeres son básicamente infantiles, y deben ser sumisas a sus maridos.",Las mujeres son seres humanos y merecen respeto.,Islamophobia,"culture , women",denouncing,25,male,Master
ENT1ST0012HS0088CN000563P2,"Las mujeres deben aceptar su cuerpo tal como es, débil e inferior, y llevar una vida sana acorde con ello.",¿De verdad lo crees? La razón por la que tenemos desigualdad en primer lugar es la opresión de unas personas por otras.,Islamophobia,"culture , women",denouncing,25,male,Master
ENT1ST0012HS0088CN000564,Las mujeres son básicamente infantiles e inferiores a los hombres.,¿No es esto una repetición de la retórica utilizada para justificar siglos de opresión y dominación?,Islamophobia,"culture , women",facts,24,female,Bachelor
ENT1ST0012HS0088CN000564P1,El feminismo no es más que un montón de gilipolleces mezquinas y políticamente correctas.,"El único ""problema"" del feminismo es que la gente se siente amenazada por opiniones y formas de vida diferentes. Las feministas sólo buscan la igualdad de derechos entre mujeres y hombres.",Islamophobia,"culture , women",facts,24,female,Bachelor
ENT1ST0012HS0088CN000564P2,Las mujeres son básicamente infantiles y deben ser oprimidas por los hombres.,"Las mujeres pueden ser muy diferentes de los hombres en muchos aspectos, pero esto no puede ser motivo para la falta de respeto hacia ellas: también son humanas.",Islamophobia,"culture , women",facts,24,female,Bachelor
ENT1ST0013HS0003CN000566,Las mujeres son básicamente infantiles y no se interesan por nada. Lo único que les interesa son sus hijos.,"Afirmar que las mujeres son ""infantiles"" es un desafortunado estereotipo cultural que tiene efectos negativos en la percepción que las mujeres tienen de sí mismas.",Islamophobia,economics,facts,25,female,Bachelor
ENT1ST0013HS0003CN000566P1,El feminismo no es más que una forma de que las mujeres obtengan una ventaja en la sociedad.,"El feminismo trata de la igualdad, no de la dominación.",Islamophobia,economics,facts,25,female,Bachelor
ENT1ST0013HS0003CN000566P2,Las mujeres son esencialmente infantiles y no tienen el potencial de alcanzar su plenitud.,"No es cierto. Las mujeres no son infantiles, pueden alcanzar todo su potencial si no se las discrimina.",Islamophobia,economics,facts,25,female,Bachelor
ENT1ST0013HS0003CN000567,Las mujeres no son más que problemas para este país.,"Vivimos en una sociedad diversa y hay mujeres en todas partes del mundo. Sugerir que ""no dan más que problemas"" es intolerante y misógino.",Islamophobia,economics,facts,25,female,Bachelor
ENT1ST0013HS0003CN000567P1,Las mujeres no tienen derecho a voto en Estados Unidos.,El derecho al voto está consagrado en la Constitución estadounidense y se garantiza por igual a hombres y mujeres.,Islamophobia,economics,facts,25,female,Bachelor
ENT1ST0013HS0003CN000567P2,Las mujeres no tienen los mismos derechos que los hombres.,La igualdad de derechos de la mujer está reconocida en la Constitución estadounidense y protegida por la Declaración Universal de Derechos Humanos.,Islamophobia,economics,facts,25,female,Bachelor
ENT1ST0013HS0003CN000568,"Las mujeres no deberían poder votar, porque son débiles.",Toda persona tiene derecho a que se respete y exprese su opinión mediante elecciones democráticas.,Islamophobia,economics,facts,25,female,Bachelor
ENT1ST0013HS0003CN000568P1,"Las mujeres no deberían poder votar, porque se apoderarían del país.",Esto no es cierto. Es correcto que las mujeres tengan acceso al voto. Es lo más representativo de la sociedad.,Islamophobia,economics,facts,25,female,Bachelor
ENT1ST0013HS0003CN000568P2,Hay que oprimir a las mujeres: nadie puede ver en ellas ningún valor.,"Las mujeres no deben ser oprimidas. Además, en Europa las mujeres han sido elegidas democráticamente para ocupar puestos de poder, así que hay gente que ve valor en ellas, ¿no cree?",Islamophobia,economics,facts,25,female,Bachelor
ENT1ST0013HS0003CN000569,El feminismo no es más que una filosofía política que demoniza a los hombres.,"Eso no es cierto, el feminismo es un movimiento social que pretende mejorar los derechos y oportunidades de las mujeres, y no al revés.",Islamophobia,economics,"facts , question",50,male,Bachelor
ENT1ST0013HS0003CN000569P1,Las mujeres no pueden ser racionales. Sus mentes son demasiado limitadas.,"Todos los seres humanos son racionales, unos más que otros, independientemente de su sexo.",Islamophobia,economics,"facts , question",50,male,Bachelor
ENT1ST0013HS0003CN000569P2,"Las mujeres deben ser vistas como trozos de carne. Si usted no puede manejar eso, entonces usted necesita para encontrar una manera diferente de pensar.","¿Realmente estás preguntando qué hay de malo en pensar en las mujeres como partes de carne? Tal vez que las mujeres son seres humanos. Deberías reconsiderar tu forma de pensar, amigo mío.",Islamophobia,economics,"facts , question",50,male,Bachelor
ENT1ST0013HS0003CN000570,Las feministas han destruido la civilización occidental al obligar a las mujeres a luchar contra sus amos.,"Occidente se fundó sobre los principios de libertad, igualdad y derechos humanos, y el feminismo ha luchado y lucha por promover estos ideales.",Islamophobia,economics,facts,50,male,Bachelor
ENT1ST0013HS0003CN000570P1,"Cada vez es más evidente que aquí las mujeres son objeto de bromas ""sexistas"". Pero que dejen de quejarse: esos chistes no son ofensivos, ¡simplemente dicen la verdad!","Puedes culpar a las mujeres o lo que sea, pero ¿no crees que es más útil culpar a la persona que estereotipa a los demás?",Islamophobia,economics,facts,50,male,Bachelor
ENT1ST0013HS0003CN000570P2,"No digo que las mujeres no puedan ser decentes con los seres humanos, digo que son infrahumanas.","Hay un problema con los estereotipos humanos, y debemos reconocer el pasado para avanzar.",Islamophobia,economics,facts,50,male,Bachelor
ENT1ST0013HS0003CN000571,"Las mujeres no tienen los mismos derechos, son infrahumanas.",Las mujeres son seres humanos con derechos. ¿Por qué le preocupan tanto?,Islamophobia,economics,"facts , positive",50,male,Bachelor
ENT1ST0013HS0003CN000571P1,No se puede cambiar a estas personas. Creo que este es un ejemplo de una feminista comentando el comportamiento de un hombre: no ayuda.,¿Cómo sabes que no es un ejemplo de una mujer hablando de sus propios problemas con otra mujer?,Islamophobia,economics,"facts , positive",50,male,Bachelor
ENT1ST0013HS0003CN000571P2,Las feministas son una panda de bebés llorones.,"Cuando leo la retórica feminista, veo una comunidad de mujeres solidarias y activas que se dedican a crear un mundo inclusivo, justo y pacífico. El feminismo no consiste en quejarse y llorar. Se trata de asumir la responsabilidad de nuestros actos y de elegir a nuestros líderes.",Islamophobia,economics,"facts , positive",50,male,Bachelor
ENT1ST0013HS0003CN000572,"No puedes tenerlo todo. Eres mujer, por lo tanto te define tu heterosexualidad.","Esta afirmación es problemática en la medida en que implica que la heterosexualidad es una limitación para las personas de un género, en lugar de una posible orientación sexual.",Islamophobia,economics,denouncing,25,male,Master
ENT1ST0013HS0003CN000572P1,"El auge del feminismo en las sociedades occidentales no ha significado nada. Las mujeres no sirven para nada, en ningún trabajo.","A pesar de los progresos realizados por las mujeres en la sociedad moderna, la mayoría de los puestos de alto nivel siguen perteneciendo a los hombres, y esto puede cambiar.",Islamophobia,economics,denouncing,25,male,Master
ENT1ST0013HS0003CN000572P2,"Eres una feminazi, oprimes a todo el mundo con tus ideas, también a otras mujeres.","Se trata de un caso típico de ""reductio ad nazium"": no deberíamos discriminar por razones de género.",Islamophobia,economics,denouncing,25,male,Master
ENT1ST0013HS0003CN000573,Las mujeres deben obedecer a los hombres. Los hombres son superiores a las mujeres.,"Algunas mujeres afirman que son una ""amenaza"". Esto ocurre cuando alguien dice que los hombres son superiores.",Islamophobia,economics,facts,50,male,Bachelor
ENT1ST0013HS0003CN000573P1,El feminismo es una ideología terrible y la gente no debería abrazarla.,"En lugar de reforzar normas de género perjudiciales, el feminismo es un avance hacia sociedades más igualitarias.",Islamophobia,economics,facts,50,male,Bachelor
ENT1ST0013HS0003CN000573P2,El lugar de una mujer está con su marido o con su familia. Para eso están hechas.,"Las mujeres no pueden recluirse en casa, son importantes para nuestra sociedad y su presencia es necesaria en todas partes.",Islamophobia,economics,facts,50,male,Bachelor
ENT1ST0013HS0003CN000574,El feminismo es sólo un montón de amenazas de muerte.,"Las feministas estamos rodeadas de amenazas todo el tiempo, y es importante tomarlas en serio. Para ser sincera, no soy la única que piensa que tu afirmación es errónea.",Islamophobia,economics,"facts , hypocrisy",50,male,Bachelor
ENT1ST0013HS0003CN000574P1,"Las mujeres son una carga para la sociedad, deshonran a la sociedad.",Las mujeres siempre han sido importantes en nuestra sociedad y deben tener derecho a elegir por sí mismas su futuro.,Islamophobia,economics,"facts , hypocrisy",50,male,Bachelor
ENT1ST0013HS0003CN000574P2,Cada día se suicidan mujeres. Es una epidemia de subhumanos que aceptan que no son aptos para la sociedad.,"Es importante señalar que la tasa de suicidio de los hombres es aproximadamente el doble que la de las mujeres. ¿Significa esto que los hombres también son ""subhumanos que aceptan que no son adecuados para la sociedad""?",Islamophobia,economics,"facts , hypocrisy",50,male,Bachelor
ENT1ST0013HS0003CN000575,"Las feministas son terroristas, oprimen a los hombres.","Las mujeres están oprimidas, las feministas no quieren oprimir a los hombres. Sus derechos no van a cambiar de la noche a la mañana.",Islamophobia,economics,facts,22,female,Master
ENT1ST0013HS0003CN000575P1,Esas mujeres son todas iguales: estúpidas y poco fiables.,"Si no puedes confiar en alguien por su forma de nacer, ¿qué esperanza tiene el mundo para todos? No se puede tener tanta desconfianza en alguien sólo por su sexo. ¿No te parece?",Islamophobia,economics,facts,22,female,Master
ENT1ST0013HS0003CN000575P2,Llevamos miles de años en guerra y seguimos en guerra entre nosotros. Las mujeres son débiles e indefensas.,"¿Por qué cree que las mujeres son tan débiles? Todos somos seres humanos, con derechos humanos, y no deberíamos estar en guerra unos con otros.",Islamophobia,economics,facts,22,female,Master
ENT1ST0013HS0003CN000576,El movimiento feminista es violento.,"La mayoría de las feministas no son violentas, sólo comparten la lucha por la igualdad.",Islamophobia,economics,question,25,male,Master
ENT1ST0013HS0003CN000576P1,El feminismo es un movimiento dedicado a la subordinación y dominación de los hombres.,"El feminismo es un movimiento que dice que hay ciertas prerrogativas ""masculinas"" que también son válidas para las mujeres. ¿Cómo se puede discutir eso?",Islamophobia,economics,question,25,male,Master
ENT1ST0013HS0003CN000576P2,Todas las mujeres son putas y deberíamos tenerlas a todas esclavizadas.,"En esta época en la que estamos rodeados de información, no hay justificación para mantener ideas tan retrógradas.",Islamophobia,economics,question,25,male,Master
ENT1ST0013HS0003CN000577,Occidente era un lugar mejor con mujeres sumisas.,"Occidente siempre ha sido un lugar mejor con mujeres en pie de igualdad. Y, si de verdad quieres saber por qué, puedes echar un vistazo al ""Libro Usborne de Mujeres Famosas"", por ejemplo. Lo entenderías.",Islamophobia,economics,facts,50,male,Bachelor
ENT1ST0013HS0003CN000577P1,"Las Mujeres son igual a Problemas, echémoslas de la cabeza del mundo antes de que sea demasiado tarde.",Las mujeres representan la mitad de la población mundial y alrededor del 42% del personal de la ONU. Son nuestras hermanas y debemos promover sus contribuciones a la sociedad.,Islamophobia,economics,facts,50,male,Bachelor
ENT1ST0013HS0003CN000577P2,El feminismo ha perdido su altura moral. Ahora se asocia con actitudes como el sexismo y el racismo: debería prohibirse.,"El feminismo siempre ha defendido la igualdad. Nos guste o no, el país en el que vivimos tiene mucho que ver con quién eres y en qué crees. Si de verdad quisiéramos igualdad, deberíamos respetar las creencias e ideas de todo el mundo, no intentar descartarlas.",Islamophobia,economics,facts,50,male,Bachelor
ENT1ST0013HS0003CN000578,"El feminismo se ha vuelto demasiado político, y no es más que un montón de políticas identitarias.","Feminins no trata de política identitaria, sino de igualdad. No entiendo cómo un movimiento que defiende la igualdad de género puede ser ""político"" centrándose en los derechos individuales.",Islamophobia,economics,question,26,female,Bachelor
ENT1ST0013HS0003CN000578P1,¿No crees que las mujeres se quejan demasiado?,Deja de dar vueltas. Quizá deberías abordar más abiertamente la cuestión de la igualdad de género.,Islamophobia,economics,question,26,female,Bachelor
ENT1ST0013HS0003CN000578P2,El único problema es que las mujeres se dejan manipular con demasiada facilidad por la propaganda feminista y creen que no deben escuchar a los hombres.,Las mujeres tienen el derecho constitucional de elegir por sí mismas. ¿Cree que es un problema que elijan por sí mismas?,Islamophobia,economics,question,26,female,Bachelor
ENT1ST0013HS0003CN000579,La ropa de algunas mujeres invita a la violación.,"La violación es un delito independientemente de la vestimenta. Si crees que esto es culpa de las mujeres, por favor, para.",Islamophobia,economics,"facts , positive",21,female,Master
ENT1ST0013HS0003CN000579P1,¿Por qué querrías ser respetuoso con las mujeres si todas las mujeres son iguales?,"Si quieres ser respetado en nuestra sociedad, debes ser respetuoso con las mujeres. ¿Qué significa que todas las mujeres sean iguales?",Islamophobia,economics,"facts , positive",21,female,Master
ENT1ST0013HS0003CN000579P2,"Si una mujer dice que quiere abortar, es una puta.","Si una mujer te dijera que abortar es una decisión personal, ¿qué harías? ¿Darle una paliza?",Islamophobia,economics,"facts , positive",21,female,Master
ENT1ST0013HS0003CN000580,El único objetivo del feminismo es arrebatar el poder y la riqueza a los hombres y dárselos a las mujeres.,"El hecho es que la única meta objetiva de las feministas es lograr la igualdad para todos, independientemente del sexo.",Islamophobia,economics,facts,50,male,Bachelor
ENT1ST0013HS0003CN000580P1,Las mujeres no deberían poder votar,"Si se registran para votar, se les debe permitir votar, como a todos los demás.",Islamophobia,economics,facts,50,male,Bachelor
ENT1ST0013HS0003CN000580P2,Las mujeres son débiles y no pueden tomar decisiones difíciles.,"No todas las mujeres son débiles, y muchas de ellas son capaces de tomar decisiones difíciles. Fíjese en las cifras. He trabajado con mujeres muy duras y con hombres débiles. A fin de cuentas, ¿dónde está el problema de que la gente sea débil y no pueda afrontar decisiones difíciles mientras haya alguien que pueda hacerlo?",Islamophobia,economics,facts,50,male,Bachelor
ENT1ST0013HS0003CN000581,"Las mujeres son débiles, deben aprender a tener hijos y a ser sumisas a sus maridos.","Las mujeres tienen más probabilidades de ser víctimas de violencia, abusos y abandono. Por eso es mejor que aprendan a demostrar que son fuertes y capaces de asumir la responsabilidad de sus vidas.",Islamophobia,economics,question,26,female,Bachelor
ENT1ST0013HS0003CN000581P1,Las mujeres son débiles e inferiores. No pueden ser consideradas ciudadanas de éxito como los hombres.,"Las mujeres no deben ser tratadas como si fueran ""inferiores"". Por ejemplo, las mujeres pueden votar y presentarse a las elecciones igual que los hombres.",Islamophobia,economics,question,26,female,Bachelor
ENT1ST0013HS0003CN000581P2,Las mujeres deben aprender a ser sumisas a los hombres.,"No sólo no es cierto, sino que va en contra de los derechos humanos decir que alguien debe ser ""sumiso"" a los demás.",Islamophobia,economics,question,26,female,Bachelor
ENT1ST0013HS0003CN000582,Las mujeres son débiles y necesitan a los hombres para poder lograr algo en sus vidas.,"Como todos los seres humanos, algunas mujeres son mejores que otras en ciertas cosas, y esto no necesita que lo arreglen los hombres.",Islamophobia,economics,facts,28,female,Master
ENT1ST0013HS0003CN000582P1,"Si la sociedad aceptara que las mujeres no son humanas, como nosotros, lo entendería.","Para aceptar que las mujeres son personas humanas, la sociedad tiene que reconocer que nacen así, igual que los hombres nacen así. No tiene sentido culpar a alguien por su género.",Islamophobia,economics,facts,28,female,Master
